nimi;kirjeldus;id;registrikood;omanik
Omavalitsuste nõustamine noorsootöö planeerimisel ja korraldamisel;Nõustatakse ning toetatakse omavalitsusi ja omavalitsuste koostöögruppe noorsootöö kui avaliku teenuse planeerimisel ja korraldamisel.;ENTK-018;70005312;48812124745
Huvikoolide toetamine;Projektikonkursi „Varaait“ raames toetatakse huvikoolide õppevahendite soetamist ja restaureerimist olemasolevate tegevusformaatide arendamiseks ning uute loomiseks.;ENTK-017;70005312;48812124746
Noorteühingute toetamine;Noorteühingutele aastatoetuste eraldamine.;ENTK-016;70005312;48812124748
Noorteinfo teenus;Toetatakse kuni 26-aastaseid noori teadlike otsuste tegemisel. Informeeritud kodanik oskab paremini ühiskonna ja enda elu planeerimisel ja teostamisel osaleda. Noor suudab paremini analüüsida iseennast, oma võimalusi ning teha teadlikke valikuid;ENTK-015;70005312;48812124748
Noorte konkurentsivõime suurendamise teenus;Noortele töö ja ettevõtluskogemuse võimaldamine.;ENTK-014;70005312;48812124749
NEET noortele tugiteenuse pakkumine;Teenuse eesmärk on NEET-noorte tagasitoomine kogukonna- ja ühiskonnaellu. Teenus hõlmab endas noorte ülesleidmist, sh tööd noorte kogunemiskohtades, motiveerimist, sh tugiisiku tegevust ja arendavad tegevust. ;ENTK-013;70005312;48812124749
Noortemalevate toetamine;Toetatakse ja arendatakse noortemalevate tegevust.;ENTK-012;70005312;48812124749
Püsi- ja projektilaagrite toetamine;Toetatakse ja arendatakse püsi- ja projektilaagrite tegevust.;ENTK-011;70005312;48812124749
Laagritegevuse noorsootöö seadusele vastavuse hindamine;Kontrollitakse püsi- ja projektlaagrite tegevuse vastavust noorsootöö seadusele ja eraldatud toetuse sihipärast kasutamist.;ENTK-010;70005312;48812124749
Teeviit;Teeviit on infomess, mille eesmärk on anda noortele mõtteainet oma ideede ja mõtete realiseerimiseks, hariduse, karjääri ja enesearengu planeerimiseks.;ENTK-009;70005312;48812124749
Noorsootöötaja kutse andmine;Noorsootöötaja kutse ja osakutse taotlusvoorude korraldamine ja läbiviimine. Noorsootöötaja täis- ja osakutse (laagrijuhataja, laagrikasvataja) andmine.;ENTK-008;70005312;48812124746
Noorsootöötajate koolitamine;Pakutakse noortega töötavatele inimestele, sh laagrijuhatajatele ja -kasvatajatele mitmekülgseid koolitusi, mis võimaldavad neil arendada oma ametialaseid teadmisi, oskusi ja hoiakuid. Koolitustel osalejatele väljastatakse vastavad tunnistused. ;ENTK-007;70005312;48812124746
Noorsootöö kvaliteedi hindamine;Noorsootöö  kvaliteedi  hindamismudel  on  töövahend  kohalikule  omavalitsusele,  et kaardistada noorsootöö tugevusi ja arendamist vajavaid valdkondi, tulemuste põhjal planeerida edasist arengut  ning  jälgida  edusamme.;ENTK-006;70005312;48812124746
Noorteseire;Noorteseire on andmebaas, mis annab süstemaatilise ja järjepideva ülevaate noorte eluolu puudutavatest aspektidest.;ENTK-005;70005312;48812124746
Stardiplats;Stardiplats on online kogemuste ja teadmiste kirjeldamise keskkond noortele ning töövahend noorsootöötajatele, mis aitab kokku koondada formaal- ja mitteformaalhariduses omandatud oskused ja teadmised.;ENTK-004;70005312;48812124749
Nõustamisabi taotlemine teeregistrisse esitatavate ja kantavate andmete esitamiseks;Kohaliku omavalitsuse või eratee omaniku päring teeregistri andmetega seoses või  juhendamine seoses  kohaliku tee või avalikuks kasutamiseks määratud eratee andmete kandmisel teeregistrisse;MA-073;70001490;48812124750
Kaitstavate loodusobjektide ametliku andmestiku pidamine;Kaitstavate loodusobjektid on ametlikult ühes kohas arvel.;KKAG-032;70009540;48812124751
Looduskaitseandmetel põhinev analüüs;Looduskaitselistel andmetel põhineva analüüsisoovi täitmine ja analüüsitulemuste väljastamine tellijale.;KKAG-031;70009540;48812124751
EELIS programm;Eesti Looduse Infosüsteemi desktop-programmi kasutamine;KKAG-030;70009540;48812124752
Õiguse taotlemine tee ühendamiseks olemasoleva riigiteega või  riigitee ümberehitamiseks;Kooskõlastuse ja/või  nõusoleku väljastamine  ristumiskohtade (mahasõit või  ristmik) ehitamiseks. ;MA-072;70001490;48812124753
Nõusoleku taotlemine tegevuseks riigitee kaitsevööndis;Projektid teekaitsevööndis (KOV ehitusloamenetlused, projekteerimistingimuste eelnõud, ehitusloakohustusega ja -kohustuseta projektid, kalapääsud ja -paisurajatised, imbväljakud ja puurkaevud), valgustus-, jalg-ja jalgrattateede projektidele.;MA-071;70001490;48812124753
Hüdroprognoos merealade ja sisemere kohta;Lähitundide (kuni järgmised 12 tundi) ja 36 tunni lainetuse, merejää, veetaseme ja tuule prognoos. Eesmärk teavitada sihtgruppe ja avalikkust ilmaoludest merealadel ja sisemerel.                                                ;KKAG-029;70009540;48812124754
Ilmaprognoositeenus;Lähitundide (kuni järgmised 12 tundi),  72 tunni, 10 päeva, kuu ilmaprognoos. Eesmärk teavitada sihtgruppe ja avalikkust eelseisvatest ilmaoludest.                       ;KKAG-028;70009540;48812124755
Varajase hoiatamise teenus;Teenuse eesmärk on õigeaegne ja võimalikult täpne sihtgruppide ja avalikkuse teavitamine ohtlikest ilmastikunähtustest, milleks on tuule kiirus, veetaseme tõus ja äikese, rahe ning tuisu olemasolu.                                          ;KKAG-027;70009540;48812124755
Metsaregistri avalik veebiteenus;Teenus võimaldab vaadata metsaregistris registreeritud metsainventeerimisandmeid, kehtivaid metsateatisi ja metsa majandamise kitsendusi;KKAG-026;70009540;48812124756
Seisukoha taotlemine planeeringu koostamiseks ja kooskõlastuse taotlemine planeeringule;Riigiteedega seotud detailplaneeringute, maakonna- ja üldplaneeringute Maanteeameti seisukohtade väljastamine ja planeeringu kooskõlastamine.;MA-070;70001490;48812124757
Radariandmete visualisatsioon Riigi Ilmateenistuse koduleheküljel;Riigi Ilmateenistuse radarite andmed töödeldakse ning kuvatakse Riigi Ilmateenistuse koduleheküljel.;KKAG-021;70009540;48812124758
Meteoroloogilised sisendväljad numbrilisest ilmaprognoosimudelist tuumasaaste leviku mudelile;Riigi Ilmateenistuse numbrilisest ilmaprognoosimudelist edastatakse meteoroloogilised sisendväljad Keskkonnaameti kiirgusgrupi tuumasaaste leviku mudelile.;KKAG-019;70009540;48812124758
Tuulekaera tõrjemeetmed;PMA kaardistab tuulekaera levikuandmed, kinnitab tuulekaera tõrjekavad ja kontrollib tõrjekavade täitmist ning tunnistab põllumassiivid tuulekaerast vabaks. ;PMA-024;70000071;48812124741
Keskkonnaregistri ja EELIS ruumiandmete väljastamine;Suunatud sihtrühmale lepingu alusel ruumiandmete väljastamise teenus;KKAG-018;70009540;48812124759
EELIS infoleht;EELIS andmestiku avalik veebileht.;KKAG-017;70009540;48812124752
Metsakorraldustööde tegevusloa taotlemine;Teenusega saab esitada taotlusi ja vajalikke dokumente metsakorraldustööde tegevusloa taotlemiseks;KKAG-016;70009540;48812124760
Bioloogilise mitmekesisuse teabevõrgustiku (BTV) veebileht;Üldsusele mõeldud veebileht elurikkuse alase  teabe vahendamiseks riigisiseselt ja rahvusvaheliselt.;KKAG-015;70009540;48812124751
Põllu- ja metsamajanduse taristu arendamine ja hoid;Võimaldab esitada toetustataotlust maaparandussüsteemide hoolduseks;PRIA-160;70005967;48812124761
Väikeste põllumajandusettevõtete arendamine;Teenus võimaldab esitada toetustaotlust põllumajandusliku- ettevõtte arendamiseks;PRIA-159;70005967;48812124761
Noorte põllumajandustootjate tegevuse alustamine ( MAK 2014-2020);Teenus võimaldab esitada toetustaotlust noorettevõtjate põllumajanduslike tegevuste arendamiseks;PRIA-158;70005967;48812124761
Turuinfo esitamine (lehmatoorpiim);Meetme raames esitab lehmatoorpiima esmaostja igakuiselt PRIA-le toorpiima üldkoguse ja keskmise tegeliku rasvaprotsendi.;PRIA-157;70005967;48812124762
Piimatoodete sekkumiskokkuost (või ja lõssipulber);Turukorralduslik meede, mida rakendatakse piimasektori toetamiseks. Sekkumiskokkuostu abil stabiliseeritakse piimatoodete turgu, tagades tootjatele minimaalse hinnataseme toodetud või ja lõssipulbri eest;PRIA-156;70005967;48812124762
Teravilja sekkumiskokkuost;Teravilja sekkumiskokkuostu eesmärgiks on stabiliseerida teraviljatoodete turgu, tagades tootjatele fikseeritud hinnataseme. Sekkumiskokkuostu raames ostab PRIA taotlejatelt kokku teravilja, korraldab selle ladustamise ja hiljem müügi;PRIA-155;70005967;48812124762
Või eraladustamine;Toetust antakse juhul kui taotleja eemaldab turult toote ning ladustab seda enda vastutusel kindlaksmääratud perioodi jooksul, tingimustel, mis tagavad omaduste säilimise ilma ladustatud tooteid asendamata ning teise ladustamiskohta üle viimata.;PRIA-154;70005967;48812124762
Lõssipulbri eraladustamine;Toetust antakse juhul kui taotleja  eemaldab turult toote ning ladustab seda enda vastutusel kindlaksmääratud perioodi jooksul, tingimustel, mis tagavad omaduste säilimise ilma ladustatud tooteid asendamata ning teise ladustamiskohta üle viimata;PRIA-153;70005967;48812124762
Sealiha eraladustamine;Turukorraldusmeede, mille raames on taotlejal võimalik 90-, 120- või 150 päevaks ladustada sealiha külmlaos ja saada ladustamiskulude katteks toetust.;PRIA-152;70005967;48812124762
Ekspordi- ja impordilitsentsid;Litsentsid annavad selle omanikule õiguse ja kohustuse importida või eksportida kehtivusaja jooksul litsentsil olevaid tooteid/kaupu ettenähtud koguses;PRIA-151;70005967;48812124762
Erakorraline puu- ja köögivilja toetus;Erakorralise meetmena Venemaa sanktsioonide mõjude leevendamiseks toetatakse puu- ja köögivilja turult tagasivõtmist, toorelt koristamist ja koristamata jätmist;PRIA-150;70005967;48812124762
Koolipuuvilja ja -köögivilja toetus + seotud tegevused;Toetus, millega hüvitatakse lasteaialastele ning õpilastele  abiskeemi raames lubatavaid tooteid soodsama hinnaga ning kaasnevate meetmete kulutusi.;PRIA-149;70005967;48812124762
Koolipiimatoetus;Toetus, millega hüvitatakse lasteaialastele ning õpilastele  abiskeemi raames lubatavaid tooteid soodsama hinnaga.;PRIA-148;70005967;48812124762
Põllumajandustoodete ja -saaduste teavitamis- ja müügiedendusprogrammid siseturul ja kolmandates riikides;Toetus, millega hüvitatakse osaliselt kulutused, mis on tehtud põllumajandustoodete ja -saaduste teavitamis- ja müügiedendusprogrammide raames siseturul ja kolmandates riikides;PRIA-147;70005967;48812124762
Põllumajanduskindlustustoetus;Toetus,  millega osaliselt hüvitatakse väikese ja keskmise suurusega põllumajandustootjale kindlustusmaksed, mis ta on tasunud kindlustusandjaga sõlmitud kindlustuslepingu alusel.;PRIA-146;70005967;48812124762
Põllumajandusloomade aretustoetus;Toetus, millega hüvitatakse põllumajandusloomade aretustegevusega seotud kulude osaliselt või täielikult ;PRIA-145;70005967;48812124762
Operatiivsed meteoroloogilised seireandmed;Igatunnised vaatlusandmed (õhutemperatuur, õhuniiskus, tuule suund ja kiirus, sademete hulk, õhurõhk, pilvisus ja nähtavus, tuulekülm jne);KKAG-014;70009540;48812124763
Ravimi müügiloa, müügiloa uuendamise või muudatuse taotluse esitamine;Ravimiamet väljastab ravimitele müügilube, mis annavad ravimite käitlemise tegevusloa omajatele õiguse neid ravimeid Eestis turustada.;RAVI-020;70003477;
Pakendikoodide taotluste esitamine;Ravimite, eritoitude ja toidulisandite pakenditele pakendikoodide väljastamine. ;RAVI-019;70003477;48812124764
Ravimi kõrvaltoime teatise esitamine;Ravimi kasutamise järgselt tekkinud kõrvaltoime teatise esitamine. Ravimiamet edastab teatised  Euroopa Ravimiameti ja Maailma Terviseorganisatsiooni andmebaasidesse.;RAVI-018;70003477;
Ravimite hulgimüügi aruannete esitamine;Ravimite hulgimüüjad peavad esitama Ravimiametile kvartaalseid aruandeid ravimite ostu ja müügi kohta. Nende aruannete põhjal koostatakse koondaruandeid ja ravimistatistikat.;RAVI-017;70003477;
Apteegiaruannete esitamine;Üld-, haigla- ja veterinaarapteegi tegevusloa omajad peavad esitama Ravimiametile tegevuse aruandeid. Aruannete põhjal koostatakse apteegistatistikat.;RAVI-016;70003477;
Toote määratlemise taotluse esitamine;Ravimiamet määratleb kas toode on ravim või mitte. Juhul kui toode määratletakse ravimina, kehtivad sellel kõik ravimitega seotud nõuded.;RAVI-015;70003477;
Ravimite käitlemise või vahendamise tegevusloa taotlemine;Ravimite käitlemiseks või vahendamiseks Eestis peab olema  Ravimiameti  antud  tegevusluba. Tegevusluba võib olla  antud  ravimite jae- või hulgimüügiks, ravimite vahendamiseks või ravimite tootmiseks.;RAVI-014;70003477;
Müügiloata ravimi kasutusloa taotlemine;Ravimiamet lubab erandkorras turustada Eestis ka müügiloata ravimeid. Taotluse saab esitada arst ravimi kasutamiseks oma patsiendil, erialaselts ravimi kasutamiseks teatud kindla diagnoosiga patsientide rühmal, tervishoiuasutus oma patsientidel.;RAVI-013;70003477;
Ravimi kvaliteediprobleemi või vale ravimiinfo teate edastamine;Ravimi kvaliteediprobleemi või  vale ravimiinfo teadete vastuvõtmine ja menetlemine.;RAVI-011;70003477;
Ravimite reklaamiaruande esitamine;Ravimite müügiloa hoidjad peavad esitama ravimite müügiedendamise  eesmärgil tehtud tegevuste ja pakkumiste aastaaruandeid.  Aruannete põhjal koostatakse koondaruanne, mis avalikustatakse Ravimiameti veebis.;RAVI-010;70003477;
Narkootiliste ja psühhotroopsete ainete käitlemise aruannete esitamine;Narkootilisi ja psühhotroopseid aineid käitlevatel ravimite tootmise või hulgimüügi tegevuslubade omajatel on kohustus esitada Ravimiametile narkootilise ja psühhotroopsete  ainete käitlemise kvartaalseid aruandeid. ;RAVI-009;70003477;
Ravimite ja teiste eriluba nõudvate kaupade (toimeained, rakud-koed-elundid), sisse- ja väljaveo teavituse esitamine;Ravimite käitlejad peavad  teavitama Ravimiametit Eestis müügluba omavate ravimite ja teiste eriluba nõudvate kaupade liikumisest üle Eesti piiri (st sisse- või väljaveost) 5 tööpäeva jooksul.  ;RAVI-008;70003477;
Ravimite sisse- või väljaveoloa taotlemine;Narkootiliste või psühhotroopsete ainete, 3. riigist imporditavate või sinna eksporditavate ravimite ning müügiloata ravimite sisse- või väljaveoks Eestisse tuleb taotleda Ravimiameti luba.Loa taotlejal peab olema ravimite käitlemise tegevusluba;RAVI-007;70003477;
Vere käitlemise tegevusloa taotlemine;Vere ja verepreparaatide  käitlemiseks Eestis peab olema Ravimiameti väljastatud tegevusluba.;RAVI-006;70003477;
Rakkude, kudede ja elundite käitlemise tegevusloa taotlemine;Rakkude, kudede ja elundite käitlemiseks Eestis peab olema Ravimiameti poolt väljastatud tegevusluba;RAVI-005;70003477;
Rakkude ja kudede ohujuhtumite aasta aruannete esitamine;Rakkude ja kudede hankijad ja käitlejad peavad esitama Ravimiametile ohujuhtumite aasta aruandeid, mille põhjal koostatakse koondaruanded, mis avaldatakse Ravimiameti veebis ja edastatakse Euroopa Komisjonile. ;RAVI-004;70003477;
Vere käitlemise aruannete esitamine;Vere käitlejad peavad esitama Ravimiametile vere käitlemise ja ohujuhtumite aruandeid, mille põhjal Ravimiamet koostab koondaruandeid  Sotsiaalministeeriumile ja Euroopa Komisjonile;RAVI-003;70003477;
Rakkude ja kudede käitlemise aasta aruannete esitamine;Rakkude ja kudede hankijad ja käitlejad peavad esitama Ravimiametile käitlemise aruandeid, mille põhjal koostatakse koondaruandeid.;RAVI-002;70003477;
Andmehõivekannete tegemine rahvastikuregistrisse;Välisriigis koostatud perekonnaseisudokumentide (sünd, surm, abielu, lahutus, nimemuutus) alusel andmehõivekannete tegemine Eesti rahvastikuregistrisse;MFA-041;70002526;48812124765
Paljundusmaterjali tootmine ja turustamine;PMA väljastab taotluse alusel meristeemlabori tegevusloa ja taimepassid. PMA viib läbi taimetervise tootmise ja turustamise kontrollid.;PMA-022;70000071;48812124744
Taimede ja taimsete saaduste tootmine ja turustamine;PMA viib läbi seemne- ja tarbekartuli tootmise ja turustamise kontrollid, puidust pakkematerjali kontrollid ning taimetervise valdkonnas tegutseva ettevõtte kontrollid. PMA kannab ettevõtted taotluse alusel taimetervise registrisse.;PMA-021;70000071;48812124744
Taimede ja taimsete saaduste sisse- ja väljavedu;Ettevõtte esitab impordil eelteatise koos lisadokumentidega ning piiril kaubapartii ülevaatuseks. PMA viib läbi kontrolli ja lubab või ei luba kauba sisseveo. Ettevõtte taotluse alusel väljastab PMA ekspordi fütosanitaarsertifikaadi.;PMA-020;70000071;48812124744
Loodusvaatluste andmebaas (LVA);Igaühele mõeldud keskkond, kus saab registreerida looduses tehtud liigivaatluse ning vaadata teiste sisestatud vaatlusi avalikul kaardil.;KKAG-013;70009540;48812124751
Seemnekartuli tootmine ja turustamine;Ettevõte esitab taotluse seemnekartuli sertifitseerimiseks koos andmetega põldtunnustamiseks taotletavate seemnekartuli põldude kohta. PMA paljundusmaterjali büroo väljastab sertifitseeritud seemnekartulile etiketid/taimepassid.;PMA-019;70000071;48812124744
Eesti jäätmekäitluse ülevaade;Ülevaade Eesti jäätmekäitlusest. Ülevaade on koostatud ettevõtete jäätmearuannete põhjal. Probleemtooteid käsitlevas peatükis on kasutatud ka probleemtoodete registri (PROTO) andmeid. Ilmub 3 aasta järel.;KKAG-012;70009540;48812124743
